עמודה1,Pub. Date,כותר,מחבר,Title,Author,מקום דפוס,שנת דפוס,Pub. Place,עמודה2
11297,1866,יערות דבש - חלק א,"איבשיץ, יהונתן בן נתן נטע, 1690-1764",Yaaros Devash Vol 1,Yehonasan ben Nosson Notah Eibshitz,יוזעפאף,תרכו,Yozifov,
16215,1866,תפארת צבי - אבן העזר,צבי הירש בן ישראל בנימין בישקו,Tiferes Tzvi Even haEzer,"Tzvi Hirsch Av Beis Din AH""U",יוזעפאף,תרכו,Yozifov,
25774,1860,ספר חסידים,"יהודה בן שמואל, החסיד, 1146-1217",,,יוזעפאף,תרכ,,
29280,1858,אור חדש - פסחים,"קליר, אלעזר בן אלעזר, 1741-1801",,,יוזעפאף,תריח,,
30835,1856,ציון לנפש חיה - פסחים,"לנדא, יחזקאל בן יהודה, 1713-1793",,,יוזעפאף,תרטז,,
42263,1855,שולחן ערוך - חלק שני,"שניאור זלמן בן ברוך (אדמו""ר הזקן)",,,יוזעפאף,תרטו,,
42264,1855,שולחן ערוך - חלק ראשון,"שניאור זלמן בן ברוך (אדמו""ר הזקן)",,,יוזעפאף,תרטו,,
45572,1852,דברי תורה,"וורטמן, משה בן חיים",,,יוזעפאף,תריב,,
29766,1848,ברכת הנהנין ונטילת ידים,"שניאור זלמן בן ברוך, 1745-1812",,,יוזעפאף,תרח,,
29284,1846,אור עולם,"וידש, אליהו בן משה",,,יוזעפאף,תרו,,
29657,1846,קצור ילקוט,,,,יוזעפאף,תרו,,
34707,1846,חובות הלבבות - חלק א,בחיי בן יוסף אבן פקודה,,,יוזעפאף,תרו,,
34708,1846,חובות הלבבות - חלק ב,בחיי בן יוסף אבן פקודה,,,יוזעפאף,תרו,,
36292,1846,מעגלי צדק,"נחמן בן שמחה, מברסלב, 1772-1811",,,יוזעפאף,תרו,,
28196,1841,ספר הרוקח,"אלעזר בן יהודה, מגרמיזה",,,יוזעפאף,תרא,,
12824,1840,זבד טוב עם זכרון לבני ישראל,"בודק, אהרן יוסף בן נפתלי הירץ",,,יוזעפאף,תר,,
42226,1840,זכור לאברהם - חלק א,"אלקלעי, אברהם בן שמואל, -1811",,,יוזעפאף,תר,,
42228,1840,זכור לאברהם - חלק ג,"אלקלעי, אברהם בן שמואל, -1811",,,יוזעפאף,תר,,
42378,1840,זכור לאברהם - חלק ב,"אלקלעי, אברהם בן שמואל, -1811",,,יוזעפאף,תר,,
17731,1837,קהלת יעקב,"יעקב בן יעקב משה, מליסה, 1770-1832",,,יוזעפאף,תקצז,,
8151,1836,הגדה של פסח עם פירוש לשון אשכנז נקודות והוספנו בו דינים על בדיקת חמץ,,Hagadah shel Pesach im Pirush Loshon Ashkenaz Nekudos V'Hosafnu bo Dinim al Bedikas Chametz,,יוזעפאף,תקצו,Yozifov,
33070,1831,מקראי קודש,,,,יוזעפאף,תקצא,,
13161,1830,אהל יעקב - בראשית,"קרנץ, יעקב בן זאב, 1740-1804",,,יוזעפאף,תקצ,,
8141,1828,סדר הגדה של פסח עם פי' לשון אשכנז,,Seder Hagadah shel Pesach im Pi Loshon Ashkenaz,,יוזעפאף,תקפח,Yozifov,
8142,1828,הגדה של פסח מעשה נסים,"לורברבוים, יעקב מליסא",Hagadah shel Pesach Maaseh Nissim,Lorenbaum Yaakov miLisa,יוזעפאף,תקפח,Yozifov,
8143,1828,הגדה של פסח מעשה נסים,"לורברבוים, יעקב מליסא",Hagadah shel Pesach Maaseh Nissim,Lorenbaum Yaakov miLisa,יוזעפאף,תקפח,Yozifov,
5131,1827,קול יהודא,"יהודה ליב בן אליעזר, מזלבין",Kol Yehudah,Yehudah Leib,יוזעפאף,תקפז,Yozifov,
38184,1827,קול יהודא,"יהודה ליב בן אליעזר, מזלבין",,,יוזעפאף,תקפז,,
36506,1862,מחזור קרבן אהרן ליום כפור,,,,יוהנסבורג,תרכב,,
36507,1862,מחזור קרבן אהרן ליום ראשון ושני של פסח,,,,יוהנסבורג,תרכב,,
36508,1862,מחזור קרבן אהרן לסכות,,,,יוהנסבורג,תרכב,,
36509,1862,מחזור קרבן אהרן לערבית יום כפור,,,,יוהנסבורג,תרכב,,
36510,1862,מחזור קרבן אהרן לראש השנה,,,,יוהנסבורג,תרכב,,
36511,1862,מחזור קרבן אהרן לשבועות,,,,יוהנסבורג,תרכב,,
51149,1853,אבל כבד,חנוך זונדל בן יוסף,,,"יוהניסבורג, פרוסיה",5613,,
8235,1867,"הגדה לליל שמורים אור חדש ובאורי הגר""א",,Hagadah leLeil Shemorim Ohr Chodosh V'Biurei haGra,,יוהניסבורג,תרכז,Johanesburg,
27009,1864,מסכתא אצילות,מסכת אצילות.,,,יוהניסבורג,תרכד,,
24056,1862,גרי הצדק,"דיק, איזיק מאיר, 1814-1893",,,יוהניסבורג,תרכב,,
4338,1861,דרכי יוסף - חלק ב,"אדל, יוסף אליעזר ליבר בן יהודה ליב",Darkhe Yosef,"Edel, Yosef Eliezer Liber,",יוהניסבורג,תרכא,Johanesburg,
34148,1860,ראש יוסף,"תאומים, יוסף בן מאיר, 1727-1792",,,יוהניסבורג,תרכ,,
4207,1859,שפת הנחל,"שפירא, יהושע איזיק בן יחיאל",Sfas haNahal,"Shapiro, Yehoshua Isaac",יוהניסבורג,תריט,Johanesburg,
4337,1859,דרכי יוסף - חלק א,"אדל, יוסף אליעזר ליבר בן יהודה ליב",Darkhe Yosef Vol 1,"Edel, Yosef Eliezer Liber,",יוהניסבורג,תריט,Johanesburg,
24410,1859,אהל יעקב - ויקרא,"קרנץ, יעקב בן זאב, 1740-1804",,,יוהניסבורג,תריט,,
25497,1859,"חידושי הריטב""א - עבודה זרה","יום טוב בן אברהם, אשבילי",,,יוהניסבורג,תריט,,
25502,1859,"חדושי הריטב""א - מכות","יום טוב בן אברהם, אשבילי",,,יוהניסבורג,תריט,,
1143,1858,שאילות שמואל,"תוספאה, שמואל אביגדור",Sh u-t Sheilot Shemuel ;,"Tosfaah, Shemuel Avigdor",יוהניסבורג,תריח,Johanesburg,
27551,1858,עונג שבת,"כץ, ראובן בן השקי, 1605-1673",,,יוהניסבורג,תריח,,
17866,1853,אבל כבד,חנוך זונדל בן יוסף,,,יוהניסבורג,תריג,,
5991,1852,נשמת שלמה מרדכי,"פרידנזון, אהרן משה בן מרדכי, -1878",Nishmat Shelomoh Mordekhai,Aharon Mosheh ben Mordekhai ben Yaakov,יוהניסבורג,תריב,Johanesburg,
27147,1850,מצפה אריה,"ילין, אריה ליב בן שלום שכנא",,,יוהניסבורג,תרי,,
24413,1836,אהל יעקב - שמות,"קרנץ, יעקב בן זאב, 1740-1804",,,יוהניסבורג,תקצו,,
17596,,מגינת לב,חנוך זונדל בן יוסף,,,יוהניסבורג,,,
20074,,מלין דרבנן,"ישראל מ""ש, מנ""ש",,,יוהניסבורג,,,
24557,,אמונת חכמים,"בזילה, אביעד שר שלום בן מנחם שמשון, 1680-1743",,,יוהניסבורג,תריט,,
24647,,ארעא דרבנן,"אלגזי, ישראל יעקב בן יום טוב, 1680-1756",,,יוהניסבורג,,,
25421,,ספר זכירה ועניני סגולות,"סימנר, זכריה בן יעקב",,,יוהניסבורג,,,
25770,,מצהלות חתנים,חנוך זונדל בן יוסף,,,יוהניסבורג,,,
27104,,מפעלות אלקים,מפעלות אלהים.,,,יוהניסבורג,,,
28845,,ברכת הנהנין,"סגל, נחום אשר בר""מ",,,יוהניסבורג,,,
29378,,בית דוד,"דוד טבל בן משה, ממינסק",,,יוהניסבורג,,,
28826,1861,אומר השכחה,"חסרונות הש""ס.",,,יוהניסבורג,תרכא,,
25518,1860,חידושי רבינו יונה - מכות,"יונה בן אברהם, גרונדי, 1200-1263",,,יוהניסבורג,תרכ,,
26389,1850,מדרש כונן,,,,יוהניסבורג,תרי,,
36364,1858,מדרש תדשא - מדרש ויושע - מעשה הנמלה,התנא האלקי פנחס בן יאיר זי''ע,,,יוהאנעסבערג,תריח,,
5096,1852,שער יוסף,"חבר, יוסף בן יצחק איזיק",Shaar Yosef,"Haver, Yosef Willdman",יוהאניסבורג,תריב,Johanesburg,
17525,,הספד מר,"מילר, שלמה במוהר""ן אבד""ק סעטשין",,,יארמאטה,,,
4415,1908,"אמרי מהרי""ן","איזנברג, יעקב נפתלי",Imrei meHarin,Yaakov Naftali Eisenberg,יאראסלויא,תרסח,Yaroslav,
24592,1908,"אמרי מהרי""ן","איזנברג, יעקב נפתלי",,,יאראסלויא,תרסח,,
16133,1910,האלף לך שלמה,"רבי יצחק אבד""ק אוליינוב",Haelef L'Cha Shlomo Oleinuv,Yitzhak Avdak Oleinuv,יאראסלוי,תרע,,
28083,1909,קצור ראשית חכמה,"וידש, אליהו בן משה",,,יאראסלוי,תרסט,,
28013,1906,קונטרס הגאון - חלק א,"הלר, צבי הירש חריף",,,יאראסלוי,תרסו,,
43600,1910,חן אהרן,"רבינוביץ, גדליה אהרן בן יצחק יואל, 1815-1878",Chein Aharon,"Rabinowitz, Gedalyah Aharon ben Yitzhak Yoel",יאססי,תרע,Iasi,
16947,1914,קבוצי אפרים  Vol. 1 No. 4-5 Elul 5674,"לנדא, אפרים",,,יאסי,תרעד,,
16948,1914,קבוצי אפרים  Vol. 1 No. 3 Av 5674,"לנדא, אפרים",,,יאסי,תרעד,,
16949,1914,קבוצי אפרים  Vol. 1 No. 2 Tammuz 5674,"לנדא, אפרים",,,יאסי,תרעד,,
16950,1914,קבוצי אפרים  Vol. 1 No. 1 Sivan 5674,"לנדא, אפרים",,,יאסי,תרעד,,
24454,1912,אוצר התורה - חלק ב,"לנדא, אפרים בן ישראל, 1880-1950",,,יאסי,תרעב,,
31637,1908,דרישת הארי,ישראל איסר בן זאב וולף,,,יאסי,תרסח,,
25962,1868,כך היא דרכה של תורה - חלק ב,"ולדברג, משה בן יואל",,,יאסי,תרכח,,
25961,1864,כך היא דרכה של תורה - חלק א,"ולדברג, משה בן יואל",,,יאסי,תרכד,,
30870,1852,קנאת ה צבאות,,,,יאסי,תריב,,
4429,1857,דרכי האמונה,"יוסף דוד, הכהן",Darkhe ha-emunah,"Yosef David,",יאס,תריז,Yas,
10234,1894,"ועד חכמים - 1894 תרנ""ד",,Vaad leChachamim 1894,Vaad leChachamim,יאזלאוויץ,תרנד,,
36161,1862,ספר זכירה ועניני סגולות - חלק א,"Zekharyah,",,,יאהאנניסבורג,תרכב,,
36162,1862,ספר זכירה ועניני סגולות - חלק ב,"Zekharyah,",,,יאהאנניסבורג,תרכב,,
5095,1856,ציון לנפש,"חבר, יוסף בן יצחק איזיק",Tzion laNefesh,"Haver, Yosef Willdman",יאהאניסבורג,תרטז,Johanesburg,
27635,1913,ענית אמן,"בוכנר, מנחם נחום",,,טשרנוביץ,תרעג,,
26676,1892,בקר יזרח,"מלדולה, דוד בן רפאל, 1797-1853",,,טשרנוביץ,תרנב,,
33117,1890,עין רואה,"לוין, יעקב, שו""ב",,,טשרנוביץ,תרנ,,
17509,1885,דמעות שליש,"לנדמן, אורי בן צבי הירש, 1838-1916",,,טשרנוביץ,תרמה,,
24121,1885,בית יעקב,"פלדבוי, יעקב מרדכי",,,טשרנוביץ,תרמה,,
25786,1885,שמועות טובות - רזין דאורייתא,"דיטשמן, חיים אברהם",,,טשרנוביץ,תרמה,,
27984,1884,קול יהודה - חלק א,"גלברד, יהודה צבי הירש בן משה יצחק",,,טשרנוביץ,תרמד,,
28272,1883,שדה ירושלים,"זילבר, אפרים",,,טשרנוביץ,תרמג,,
27193,1868,מרגניתא טבא,,,,טשרנוביץ,תרכח,,
27447,1867,סימני רעשים ורעמים,"לוריא, יצחק (האר""י), 1534-1572",,,טשרנוביץ,תרכז,,
26959,1865,מנהגים,"לוחמן, ליבש",,,טשרנוביץ,תרכה,,
28108,1864,קרני ראמים,"דיקמן, יעקב קופל צבי בן גבריאל",,,טשרנוביץ,תרכד,,
29885,1863,כהונת עולם,"כהן, אברהם ב""ר אהרן מאוויראן",,,טשרנוביץ,תרכג,,
34212,1860,בית יצחק,"יצחק בן אליעזר, מארץ הגר, -1830",,,טשרנוביץ,תרכ,,
30042,1857,קונטרס גזרות תתנ''ו,אליעזר בן נתן,,,טשרנוביץ,תריז,,
31057,1856,תשבי,"אליהו בן אשר, הלוי, אשכנזי, 1469-1549",,,טשרנוביץ,תרטז,,
32869,1856,דברים טובים - קהלת,"אלשיך, משה בן חיים, 1520-1593",,,טשרנוביץ,תרטז,,
32870,1856,דברים נחומים - איכה,"אלשיך, משה בן חיים, 1520-1593",,,טשרנוביץ,תרטז,,
33073,1856,משאת משה,"אלשיך, משה בן חיים, 1520-1593",,,טשרנוביץ,תרטז,,
33118,1856,עיני משה,"אלשיך, משה בן חיים, 1520-1593",Einei Moshe,"Alshich, Moshe",טשרנוביץ,תרטז,,
33158,1856,שושנת העמקים - שיר השירים,"אלשיך, משה בן חיים, 1520-1593",,,טשרנוביץ,תרטז,,
26048,1855,לב דוד,"אזולאי, חיים יוסף דוד, 1724-1806",,,טשרנוביץ,תרטו,,
30431,1855,חכמת שלמה,ספרים חיצונים. חכמת שלמה,,,טשרנוביץ,תרטו,,
17746,1851,קול נהי,"לנדא, יוסף בן מנחם מנדל",,,טשרנוביץ,תריא,,
28870,1851,מנחם ציון,"מנחם מנדל בן יוסף, מרימנוב, 1745-1815",,,טשרנוביץ,תריא,,
27446,1848,סימני רעשים ורעמים,"לוריא, יצחק (האר""י), 1534-1572",,,טשרנוביץ,תרח,,
29155,1838,"תרגום שני. תקצ""ח. צ’רנוביץ.",,,,טשרנוביץ,תקצח,,
13387,1836,למודי הטבע,"יובל, משה מרדכי",,,טשרנוביץ,תקצו,,
28333,,שילה,"ברכר, יעקב זאב וולף",,,טשרנוביץ,,,
11769,1892,יד יהודה - תערובות,"לנדא, יהודה ליבוש, 1823-1900",Yad Yehudah-Taaruvos,Yehudah Leibish Landau,טשרנאוויץ,תרנב,,
11773,1892,יד יהודה - טריפות,"לנדא, יהודה ליבוש, 1823-1900",Yad Yehudah-Treifos,Yehudah Leibish Landau,טשרנאוויץ,תרנב,,
39736,1855,דגול מרבבה,"מור, אברהם מנחם מנדל, 1815-1868",,,טשרנאוויץ,תרטו,,
39737,1855,דגול מרבבה,"מור, אברהם מנחם מנדל, 1815-1868",,,טשרנאוויץ,תרטו,,
33152,1870,שאלתות דשמואל,"רויזנבלאט, שמואל מזאלישטשיק המתגורר כעת",,,טשערנוביץ,תרל,,
14640,,מספד מר,"טויבש, אורי שרגא פיבל בן שמואל שמלקא",Mispad Mar,Ori Shraga Taivish,טשערנוביץ,,,
5163,1891,תפארת שלמה,"אוירבך, שלמה אהרן בן נחמן זאב",Tiferes Shlomo,Shelomoh Aharon ben Nahman Zeev,טשערנאוויץ,תרנא,Chernivtsi,
5064,1890,שם עולם [מחנה ראובן],"לנדא, ראובן",Shem olam,"Landau, Reuven",טשערנאוויץ,תרנ,Chernivtsi,
5234,1887,שם עולם [טיב גיטין חדש],"טויבש, יחיאל איכל",Shem olam,"Toibeś, Yehiel Mikhal",טשערנאוויץ,תרמז,Chernivtsi,
5316,1884,חסד לאברהם,אברהם בן יחיאל,Hesed leAvraham,Avraham,טשערנאוויץ,תרמד,Chernivtsi,
5688,1882,מהלך הכוכבים,"לנדא, ראובן",Mahalakh ha-kokhavim (4 Vols),"Landau, Reuven",טשערנאוויץ,תרמב,Chernivtsi,
5162,1874,טהרת הנפש,"אוירבך, שלמה אהרן בן נחמן זאב",Tohorat ha-nefesh,Shelomoh Aharon ben Nahman Zeev,טשערנאוויץ,תרלד,Chernivtsi,
5803,1874,זוהר הלבנה,"פרנקל, דוד יחזקאל בן נחום יצחק",Zohar haLevonah,"Weisman, Dovid Yehezkel",טשערנאוויץ,תרלד,Chernivtsi,
5977,1866,שרף פרי עץ חיים,"שהם, משה בן דן",Śaraf peri Ets hayim,"Shoham, Mosheh ben Dan",טשערנאוויץ,תרכו,Chernivtsi,
4832,1864,מדרש אליהו,"אליהו בן אברהם שלמה, הכהן, 1659-1729",Midrash Eliyahu,"Elijah ben Solomon Abraham,",טשערנאוויץ,תרכד,Chernivtsi,
14388,1864,מלחמות ה',"טויבש, שמואל שמלקא בן אהרן משה",Milchomos HaShem- Taivish- Hagadah,"Taivish, Shmuel Shmelka  ben Aharon Moshe",טשערנאוויץ,תרכד,Chernivtsi,
14766,1861,ארץ החייים,"טירר, חיים בן שלמה, נפ’ 1814",Eretz haChaim,Chaim bar Shlomo,טשערנאוויץ,תרכא,Chernivtsi,
14574,1860,אמרות טהורות,"מנחם עזריה, מפנו, 1548-1620",Amiros Tehoros – Maamar haRakiah,Menachem Azariah miPano,טשערנאוויץ,תרך,Chernivtsi,
