Title,Manifest,Archive,Fond,Reference Number,Language,Creation Date,Place of Origin,Geographical Names,Surnames,Notes,Tags
Asygnacje na pogłówne żydowskie do Żydów poznańskich,"Oblata ośmiu asygnacji skarbowych (wraz z potwierdzeniami ich wypłacenia) na pogłówne żydowskie od Żydów poznańskich: 1. Hieronima Augustyna Lubomirskiego podskarbiego koronnego  dla Jana Barczewskiego sekretarza JKM i pocztmagistra na 2239 złp, Radom, 7 XII 1699; tegoż dla Jana Barczewskiego na 2204 złp w dobrej monecie, Warszawa, XI 1700; tegoż dla Jana Barczewskiego na 1620 złp i 7 gr w dobrej monecie, Warszawa 10 XI 1701; tegoż dla Jana Barczewskiego na 1114 złp w dobrej monecie Warszawa, 3 V 1701; Rafała Leszczyńskiego podskarbiego koronnego dla Jana Barczewskiego na 690 złp i 15 gr w dobrej, pruskiej monecie, Warszawa, 18 VI 1702; króla Stanisława Leszczyńskiego dla pisarza najstarszego skarbu koronnego Kazimierza Włostowskiego na 4143 złp pruskiej monety na zapłatę wojska, Rydzyna, 3 VI 1705; Jana Jerzego Przebendowskiego podskarbiego koronnego dla chorągwi pancernej wojewody inowrocławskiego [Macieja Radomickiego]  na 990 złp, Warszawa, 24 III 1710; tegoż dla Dominika Winklera pisarza starszego skarbu koronnego na 4110 złp bieżącej monety, Warszawa, 31 V 1710.",The State Archive in Poznan (APP),Poznan castle court files (Księgi grodzkie poznańskie),"APP, Poznańskie Gr. 1236, s. 262v-264v",Polish,07.12.1699 - 31.05.1710,Radom,"Poznan (Poznań), Radom, Rydzyna, Warsaw (Warszawa)","Czarnkowski Władysław, Jakub Pinkiesowicz, Lubomirski Hieronim Augustyn, Pleśniewicz Stanisław, Przebendowski Jan Jerzy, Radomicki Maciej, Stanisław Leszczyński, Sztym Michał, Winkler Dominik, Winkler Leon, Włostowski Kazimierz",Oblatował pomiędzy 21 III a 26 III 1712 [data dzienna niemożliwa do ustalenia z powodu uszkodzenia] w aktach grodzkich poznanskich Jakub Pinkiesowicz syndyk poznański.,"asygnacja, kwitacja, pogłówne"
Pozew do trybunału koronnego piotrkowskiego z oskarżenia starszych ziemskich wielkopolskich,"Starsi ziemscy wielkopolscy pozywają do trybunału koronnego piotrkowskiego Andrzeja Radolińskiego sędziego surogata poznańskiego, Kaspra Modlibowskiego pisarza grodzkiego poznańskiego oraz spadkobierców zm. Zygmunta Twardowskiego podwojewodziego kaliskiego, poborcy województw poznańskiego i kaliskiego w sprawie kasacji banicji nałożonej w urzędzie grodzkim poznańskim w procesie o 15 podymnych od domów żydowskich w roku 1658.",The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 291, s. 162, 165",Latin,10.02.1671,Piotrków Trybunalski,"Kalisz, Piotrkow Trybunalski (Piotrków Trybunalski), Poznan (Poznań)","Modlibowski Kasper, Radoliński Andrzej, Twardowski Jan, Twardowski Maciej, Twardowski Mikołaj, Twardowski Zygmunt",,"podymne, pozew, trybunał koronny, ziemstwo wielkopolskie"
Uniwersał protekcyjny Stanisława Leszczyńskiego dla Żydów wielkopolskich,"Król Stanisław Leszczyński zakazuje wojskowym (wojska koronnego, litewskiego i szwedzkiego) wymuszania kontrybucji od Żydów wielkopolskich, jednocześnie prosi posiadaczy asygnacji skarbowych o wstrzymanie się z ich egzekucją.",The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 314, s. 176rv [Rel. 66]",Polish,15.06.1705,Rydzyna,"Kalisz, Rydzyna","Beniamin Lewkowicz, Stanisław Leszczyński",,"asygnacja, uniwersał, ziemstwo wielkopolskie"
Uniwersał protekcyjny Michała Korybuta Wiśniowieckiego dla Żydów koronnych,"Król Michał Korybut Wiśniowiecki nakazuje wszystkim zapewnienie bezpieczeństwa Żydom, zwłaszcza w związku z rozpowszechnioną pogłoską, że są sprawcami wojny z Turcją. Król argumentował to m.in. tym, ze z powodu braku bezpieczeństwa nie są w stanie prowadzić handlu i w konsekwencji płacić podatki na wojsko.",The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 292, s. 443v-444v",Polish,15.09.1672,Janowiec,"Cracow (Kraków), Janowiec, Kalisz",Michał Korybut Wiśniowiecki,,uniwersał
Uniwersał Michała Korybura Wiśniowieckiego dla Żydów koronnych w sprawie hiberny,"Król Michał Korybut Wiśniowiecki oświadcza, że Żydzi koronni są wolni od płacenia hiberny na rzecz wojska w związku z postanowieniami konstytucji sejmowej oraz decyzją komisji hibernowej, ponieważ poprzedni sejm 1670 nałożył na nich pogłówne żydowskie.",The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 292, s. 115v, 116r",Polish,30.12.1671,Warszawa,"Kalisz, Warsaw (Warszawa)","Michał Jakubowicz, Michał Korybut Wiśniowiecki, Pinocci Hieronim",,"hiberna, uniwersał"
List Jana Leszczyńskiego do starszych województw poznańskiego i kaliskiego,"List Jana Leszczyńskiego kanclerza koronnego, starosty generalnego wielkopolskiego do starszych Żydów województwa poznańskiego i kaliskiego w sprawie wyroku z powództwa spadkobierców [Zygmunta] Twardowskiego poborcy województw poznańskiego i kaliskiego w sprawie wypłacenia 15 podymnych. Leszczyński poleca zaspokoić spadkobierców i ostrzega, że w innym razie będzie zmuszony dokonać egzekucji dekretu.",The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 202, s. 32v",Polish,06.12.1671,Kalisz,"Kalisz, Poznan (Poznań)","Leszczyński Jan, Twardowski Zygmunt",,"egzekucja dekretu, podymne, ziemstwo wielkopolskie"
List protekcyjny dla Lewka Lewkowicza Żyda kaliskiego,"Aleksander Szczęsny Lipski wojewoda kaliski wydaje list protekcyjny dla Lewka Lewkowicza Żyda kaliskiego, aprobuje wszystkie wyroki uzyskane przez niego na sejmiku żydowskim w Toruniu ma Wolfie byłym starszym ziemskim wielkopolskim, zakazuje je kasować komukolwiek.",The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 309, s. 388v, 389r",Polish,20.04.1700 - 28.07.1700,Zamek sierakowicki,"Kalisz, Sierakow, Toruń","Lewek Lewkowicz, Lipski Aleksander Szczęsny, Wolf",,"przywilej, ziemstwo wielkopolskie"
List żelazny Augusta II dla starszych ziemskich wielkopolskich,"Król August II na suplikę starszych ziemskich wielkopolskich (kaliskich, leszczyńskich i krotoszyńskich) wydaje im list żelazny w związku z wytoczonymi im procesami o długi (po komisji likwidującej długi ziemstwa w 1694) ze strony Marcina Słoneckiego, Piotra Masłowskiego, Katarzyny Radoszewskiej i jej synów, Bielickich i innych.",The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 309, s. 368r-369r",Latin,28.05.1700,Warszawa,"Kalisz, Krotoszyn, Leszno, Warsaw (Warszawa)","August II Wettyn, Bieliccy, Marek Korzennik, Masłowski Piotr, Radoszewska Katarzyna, Słonecki Marcin, Trzciński Franciszek",,"glejt (list żelazny), ziemstwo wielkopolskie"
Manifestacja starszych kaliskich przeciw deputatom chorągwi,Marek Korzennik i Jakub Jachymowicz starsi kaliscy manifestują przeciw Aleksandrowi Bonikowskiemu i Stefanowi Zabawskiemu deputatom chorągwi Marcina Kalinowskiego podstolego bracławskiego w sprawie bezprawnego ich zdaniem pozwania do trybunału skarbowego radomskiego o jakoby wydanie fałszywych asygnacji i oddanie brakujących 12 tys. złp. Gmina kaliska wyplaciła im swoją część zgodnie z asygnacją podskarbiego koronnego i podziałem toruńskim (repatrycją).,The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 309, s. 318rv",Latin,09.06.1700,Kalisz,"Kalisz, Toruń","Bonikowski Aleksander, Jakub Jachymowicz, Kalinowski Marcin, Marek Korzennik, Zabawski Stefan",Podpisy hebrajske.,"manifestacja, pozew"
Akt egzekucji w Krotoszynie dekretu w sprawie długu ziemstwa wielkopolskiego,"Akt egzekucji dekretu trybunału skarbowego w sprawie niezapłacenia długu, zaciągniętego przez starszych ziemskich wielkopolskich na kwotę 4500 złp w dobrej monecie ze względu na pilną konieczność zapłacenia pogłównego żydowskiego (dług asekurowany skryptem dłużnym, który został potwierdzony w aktach grodzkich kaliskich 22 VIII 1695) . Ponieważ sługa administratora Krotoszyna, powołując się na królewską komisję i wystawioną przez nią atestację z 26 IX 1695 oraz asygnacje, nie dopuścił do egzekucji, sprawa została odesłana ponownie do trybunału koronnego. Starsi wymienieni w dokumencie: Lewek Lazarowicz, Wiktor Abrahamowicz z Krotoszyna, Fabiś Salamonowicz z Międzyrzecza, Dawid Ickowicz z Wałcza, [...] Mojżesz z Krotoszyna, Samuel z Fordonu {Bydgoszcz], Mojżesz Jakubowicz z Sochaczewa.",The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 309, s. 58rv",Latin,21.01.1700,Krotoszyn,"Bydgoszcz, Kalisz, Krotoszyn, Miedzyrzecz, Sochaczew, Walcz (Wałcz)","Dawid Ickowicz, Fabiś Salamonowicz, Lewek Lazarowicz, Mojżesz Jakubowicz, Mojżesz z Krotoszyna, Samuel z Fordonu, Wiktor Abrahamowicz",,"egzekucja dekretu, trybunał koronny, zadłużenie (długi), ziemstwo wielkopolskie"
Pozew do Komisji Ekonomicznej w sprawie długów ziemstwa wielkopolskiego,Relacja położenia pozwu do Komisji Ekonomicznej Skarbu Koronnego dla prepozyta w Iwnie na instancję instygatora i starszych ziemskich prowincji wielkopolskiej w sprawie przedstawienia sądowi dokumentów dotyczących wierzytelności lokowanych u Żydów prowincji wielkopolskiej.,The State Archive in Poznan (APP),Koscian castle court files (Księgi grodzkie kościańskie),"APP, Kościańskie Gr. 190, s. 144rv",Polish,09.03.1765,Warszawa,"Koscian, Warsaw (Warszawa)",,Relacja położenia pozwu 30 III 1765 w aktach grodzkich kościańskich.,"komisja, pozew, zadłużenie (długi), ziemstwo wielkopolskie"
Pozew do Komisji Ekonomicznej dla gminy w Pyzdrach w sprawie długów ziemstwa,Relacja położenia pozwu do Komisji Ekonomicznej Skarbu Koronnego dla synagogi pyzdrskiej na instancję  instygatora i starszych ziemskich prowincji wielkopolskiej w sprawie przedłożenia sądowi dokumentów dotyczących długów Żydów prowincji wielkopolskiej.,The State Archive in Poznan (APP),Koscian castle court files (Księgi grodzkie kościańskie),"APP, Kościańskie Gr. 190, s. 143v, 144r",Polish,09.03.1765,Warszawa,"Koscian, Pyzdry, Warsaw (Warszawa)",,,"komisja, pozew, zadłużenie (długi), ziemstwo wielkopolskie"
Pozew do Komisji Ekonomicznej w sprawie długów ziemstwa wielkopolskiego,Pozew do Komisji Ekonomicznej Skarbu Koronnego dla kapituły katedralnej poznańskiej na instancję instygatora i starszych ziemskich prowincji wielkopolskiej w sprawie przedstawienia przed sądem dokumentów potwierdzających należące do niej długi Żydów prowincji wielkopolskiej.,The State Archive in Poznan (APP),Koscian castle court files (Księgi grodzkie kościańskie),"APP, Kościańskie Gr. 190, s. 143v",Polish,20.03.1765,Warszawa,"Koscian, Poznan (Poznań), Warsaw (Warszawa)",,,"komisja, kościół katolicki, pozew, zadłużenie (długi), ziemstwo wielkopolskie"
Zaświadczenie wierzyciela ziemstwa wielkopolskiego,"Marcin z Łaska Słonecki deputat na trybunał koronny z województwa kaliskiego oświadcza, że zawarł ugodę z Żydami i przez pewien czas nie będzie egzekował kondemnat (grodzkich i trybunalskich), które otrzymał na Żydach kaliskich, leszczyńskich i krotoszyńskich.",The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 309, s. 290rv [Rel. 61]",Polish,20.05.1700,Kalisz,"Kalisz, Krotoszyn, Leszno","Jakubowski Andrzej, Słonecki Marcin",,świadectwo (oświadczenie)
Asygnacje skarbowe na pensję hetmana polnego koronnego,"Jan Jerzy Przebendowski podskarbi wielki koronny w związku z konstytucją ""sejmu niemego"" (1 II 1717) aprobującą traktat warszawski (3 XI 1716) wystawia asygnację skarbową na zapłacenie dodatku do hiberny dla wojska [""na buławę polną"", tj.na pensję dla hetmana polnego koronnego i zarazem wojewody podlaskiego, starosty chełmskiego Stanisława Mateusza Rzewuskiego] do realizacji w żydowskich miasteczkach:
1) z dyspartymentu starszych ziemskich ruskich: Żółkiew z rat styczniowej 1717 129 złp , majowej 1717 100 złp; Strzeliska  z rat styczniowej 1717 150 złp, majowej 1717 100 złp; Knihynicze  z rat styczniowej 1717 110 złp, majowej 1717 105 złp; Rozdół  z rat styczniowej 1717 120 złp,  majowej 1717 120 złp; sierpniowej 1717 104 złp; Kulików z rat styczniowej 1717 100 złp, majowej 1717 100 złp;
2) z dyspartymentu starszych ziemskich wołyńskich: Ostróg  z rat styczniowej 1717 1266 złp, majowej 1717 1266 złp, majowej i sierpniowej 1715 300 złp; Stepań z rat styczniowej 1717 466 złp 20 gr, majowej 1717 466 złp 20 gr, Łuck z partykularzami (bez miasta Klewań) z raty styczniowej 1717 1177 złp 20 gr, majowej 1717 708 złp 13 gr, Dubno z raty styczniowej 1717 432 złp 20 gr, majowej 432 złp 20 gr., Kamionka z raty sierpniowej 1715 58 złp 10 gr;
3)  z dyspartymentu starszych ziemskich chełmsko-bełskich: Lubomla z raty styczniowej 1717 840 złp, majowej 1717 840 złp, sierpniowej 1717 840 złp; Przewały z raty styczniowej 1717 133 złp 10 gr, majowj 1717 133 złp 10 gr, Chełm z raty styczniowej 1717 437 złp 23 gr, majowej 437 złp 23 gr., sierpniowej 437 złp 23 gr, Tyszowce z raty styczniowej 1717 366 złp 20 gr, majowej 1717 366 zł 20 gr.",The State Archive in Lublin,Chelm castle court files (Księgi grodzkie chełmskie),"APL, KGCH 121, s. 268-272",Polish,19.01.1717,Warszawa,"Belz (Bełz), Bełżyce, Chełm (Chelm), Dubno, Klevan, Kniahynychi, Kulikiv (Ukraine), Liuboml, Lutsk, Ostroh (Ostróg), Przewały, Rozdil, Stepan, Strzeliska, Tyszowce, Warsaw (Warszawa), Zamosc, Zhovkva (Ukraine)","Białecki Stanisław, Przebendowski Jan Jerzy, Rudnicki Jan, Rzewuski Stanisław Mateusz",https://szukajwarchiwach.pl/35/9/0/3.1/121/skan/full/jzFgtwoLygztw1U3JpLp-Q,"asygnacja, dyspartyment (taryfa), ziemstwo chełmsko-bełskie, ziemstwo ruskie, ziemstwo wołyńskie"
Manifestacja starszych kaliskich przeciw postanowieniom sejmiku toruńskiego,"Mendel Herc, Marek Korzennik, Jakub Jachimowicz starsi kaliscy manifestują przeciw przeciw uchwałom sejmiku toruńskiego, zwołanego na podstawie uniwersału podskarbiego koronnego Hieronima Augustyna Lubomirskiego (Rzeszów, 26 X 1699) dla rozstrzygnięcia sporów w ziemstwie wielkopolskim, w których obciążono gminę kaliską spłatą pewnych sum. Starsi uznają je za bezprawne i szkodliwe dla swojej gminy, a także za uchwalone wbrew postanowieniom wspomnianego uniwersału.",The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 309,  s. 274v, 275r [Rel. 61]",Latin,14.05.1700,Kalisz,"Kalisz, Rzeszów, Toruń","Jakub Jachimowicz, Lubomirski Hieronim Augustyn, Marek Korzennik, Mendel Herc",,"manifestacja, sejmik żydowski, ziemstwo wielkopolskie"
Pismo starszych kaliskich do starszych międzyrzeckich w sprawie asygnacji,"Mendel i Marek starsi kaliscy  napominają starszych międyrzeckich, że powinni realizować asygnacje wystawione na podstawie podziału dokonanego przez starszych koronnych na zjeździe ziemstwa w Toruniu, zgodnie z rozkazem podskarbiego koronnego [Hieronima Augustyna Lubomirskiego].",The State Archive in Poznan (APP),Kalisz castle court files (Księgi grodzkie kaliskie),"APP, Kaliskie Gr. 309, s. 220v [Rel. 61]","Latin, Polish",30.03.1700,Kalisz,"Kalisz, Miedzyrzecz, Toruń","Kalinowski Jakub, Lubomirski Hieronim Augustyn, Marek, Mendel, Uruski Aleksander",,"sejmik żydowski, ziemstwo wielkopolskie"
Asygnacja skarbowa do Żydów z Ostroga,"Jan Jerzy Przebendowski podskarbi wielki koronny w związku z nałożeniem przez sejm na Żydów koronnych sumy 100000 złp oraz podobnie 100000 złp przez komisję lwowską (asygnacja z dn. 20 III 1710) na zapłacenie hiberny dla wojska wydaje asygnację do Żydów ostrogskich (""ostrowskich"") na kwotę 3266 złp ""na buławę polną koronną"" [pensję hetmana polnego koronnego Stanisława Mateusza Rzewuskiego] z dyspartymentu starszych ziemskich wołyńskich.",The State Archive in Lublin,Chelm castle court files (Księgi grodzkie chełmskie),"APL, KGCH 116, s. 1367-1369",Polish,24.03.1710,Warszawa,"Chełm (Chelm), Lviv (Lwów), Ostroh (Ostróg), Warsaw (Warszawa)","Lisowski Mateusz, Mięta Fabian, Przebendowski Jan Jerzy, Rzewuski Stanisław Mateusz","W księgach grodzkich chełmskich oblatował 15 V 1710 Mateusz Lisowski dworzanin referendarza wielkiego koronnego, hetmana polnego koronnego, starosty chełmskiego Stanisława Mateusza Rzewuskiego.","asygnacja, dyspartyment (taryfa), hiberna, komisja, ziemstwo wołyńskie"
"Pozew do trybunału lubelskiego dla starszych ziemskich chełmsko-bełskich, hrubieszowskich i horodelskich w sprawie niezapłaconych prowizji wyderkafowych","Ignacy Tomaszewski gwardian konwentu franciszkanów lubelskich pozywa do trybunału koronnego w Lublinie starszych ziemskich chełmskich, bełskich, hrubieszowskich i horodelskich tj. Irsza Zelichowicza, Chaima Szymonowicza, Irsza Pietruszkę, Abrahama Irszowicza, Pinkasa Marszowicza, Mendla Staszewicza, Lejzera Abramowicza, Cokiela Markiewicza. Starsi ziemscy na sejmiku ziemstwa w Mauryczynie [Cześnikach] 30 VI 1699 r. uwolnili od płacenia czynszu wyderkafowego 70 złp rocznie  gminę w Chełmie a zobowiązali gminę w Horodle, Zubożona i wyludniona gmina horodelska nie była w stanie od kilku lat wypłacać  konwentowi franciszkanów lubelskich należnej sumy, narażając go na szkodę finansową.",The State Archive in Lublin,Chelm castle court files (Księgi grodzkie chełmskie),"APL, KGCH 119, s. 856-858",Latin,12.07.1714,Lublin,"Belz (Bełz), Chełm (Chelm), Cześniki, Horodło, Hrubieszow (Hrubieszów), Lublin","Abram Irszowicz, Chaim Szymonowicz, Cokiel Markiewicz, Hirsz Pietruszka, Irsz Zelichowicz, Lejzer Abramowicz, Mendel Stąszewicz, Pinkas Marszowicz",https://szukajwarchiwach.pl/35/9/0/3.1/119/skan/full/XZea5T9wTO8Ji5xCeHq6QQ,"pozew, sejmik żydowski, trybunał koronny, wyderkaf, zadłużenie (długi), ziemstwo chełmsko-bełskie"
Manifestacja przeciwko deputatowi chorągwi pancernej względem popełnionych nadużyć,"Janch Berkowicz arendarz w dobrach Turno należących do pułkownika wojska litewskich Marcina Sosnowskiego w swoim imieniu oraz starszych chełmskich manifestuje przeciwko Feliksowi Radeckiemu towarzyszowi i deputatowi chorągwi pancernej starosty grabowieckiego [Jan Tarło], który niezgodnie z wyznaczonym dyspartymentem starszych chełmskich zarekwirował mu przemocą gniadego konia i źrebię wilczate o wartości 12 imperiałów [talarów] nie przyjmując zaofiarowanej mu sumy podatkowej 10 złp (która to suma przeliczona i złożona została do urzędu grodzkie chełmskiego).",The State Archive in Lublin,Chelm castle court files (Księgi grodzkie chełmskie),"APL, KGCH 130, s. 278-279",Latin,23.03.1729,Chełm,"Chełm (Chelm), Grabowiec, Turno","Janch Berkowicz, Sosnowski Marcin",,"dyspartyment (taryfa), hiberna, manifestacja, pogłówne, ziemstwo chełmsko-bełskie"
